FID,ICOUNT,Comuna,Cód_Región,Región,País,Calle_Uno,Calle_Dos,Número,Dirección,Fallecidos,Graves,Menos_Grav,Leves,Accidentes,Falle_bici,Grave_bici,Mgrav_bici,leve_bici
918,1,VITACURA,13,REGION METROPOLITANA,Chile,LUIS PASTEUR,LUIS CARRERA,0,LUIS PASTEUR / LUIS CARRERA,0,0,0,1,1,0,0,0,1
919,1,VITACURA,13,REGION METROPOLITANA,Chile,MANQUEHUE NORTE, ,1439,MANQUEHUE NORTE 1439,0,0,0,1,1,0,0,0,1
920,1,VITACURA,13,REGION METROPOLITANA,Chile,CAROLINA RABAT,PARQUE ANTONIO RABAT,0,CAROLINA RABAT / PARQUE ANTONIO RABAT,0,1,0,0,1,0,1,0,0
921,1,LAS CONDES,13,REGION METROPOLITANA,Chile,SEBASTIAN ELCANO,PUERTO DE PALOS,0,SEBASTIAN ELCANO / PUERTO DE PALOS,0,1,0,0,1,0,1,0,0
922,2,LAS CONDES,13,REGION METROPOLITANA,Chile,CRISTOBAL COLON,MANQUEHUE SUR,0,CRISTOBAL COLON / MANQUEHUE SUR,0,0,0,2,2,0,0,0,2
923,2,LAS CONDES,13,REGION METROPOLITANA,Chile,ALONSO DE CAMARGO,HERNANDO DE MAGALLANES,0,ALONSO DE CAMARGO / HERNANDO DE MAGALLANES,0,1,0,1,2,0,1,0,1
924,1,LAS CONDES,13,REGION METROPOLITANA,Chile,ISABEL LA CATOLICA, ,4848,ISABEL LA CATOLICA 4848,0,0,0,1,1,0,0,0,0
925,1,LAS CONDES,13,REGION METROPOLITANA,Chile,TOMAS MORO,APOQUINDO,0,TOMAS MORO / APOQUINDO,0,0,0,1,1,0,0,0,1
926,1,LAS CONDES,13,REGION METROPOLITANA,Chile,CAMINO EL ALBA, ,8730,CAMINO EL ALBA 8730,0,0,0,1,1,0,0,0,1
927,1,LAS CONDES,13,REGION METROPOLITANA,Chile,PRESIDENTE KENNEDY,ROSARIO NORTE,0,PRESIDENTE KENNEDY / ROSARIO NORTE,0,0,0,1,1,0,0,0,1
928,1,VITACURA,13,REGION METROPOLITANA,Chile,LAS HUALTATAS,RAFAEL CORREA,0,LAS HUALTATAS / RAFAEL CORREA,0,0,0,1,1,0,0,0,1
929,1,LAS CONDES,13,REGION METROPOLITANA,Chile,PRESIDENTE RIESCO, ,5920,PRESIDENTE RIESCO 5920,0,0,0,1,1,0,0,0,1
930,1,VITACURA,13,REGION METROPOLITANA,Chile,MANQUEHUE NORTE,VITACURA,0,MANQUEHUE NORTE / VITACURA,0,0,0,1,1,0,0,0,1
931,1,VITACURA,13,REGION METROPOLITANA,Chile,VITACURA, ,6441,VITACURA 6441,0,0,0,1,1,0,0,0,1
932,1,LAS CONDES,13,REGION METROPOLITANA,Chile,LOS MILITARES,ESTOCOLMO,0,LOS MILITARES / ESTOCOLMO,0,0,0,1,1,0,0,0,1
933,1,VITACURA,13,REGION METROPOLITANA,Chile,VITACURA,LAS TRANQUERAS,0,VITACURA / LAS TRANQUERAS,0,0,0,1,1,0,0,0,1
934,1,VITACURA,13,REGION METROPOLITANA,Chile,VITACURA, ,4873,VITACURA 4873,0,0,0,2,1,0,0,0,2
935,1,VITACURA,13,REGION METROPOLITANA,Chile,VITACURA, ,5982,VITACURA 5982,0,0,0,1,1,0,0,0,1
936,1,VITACURA,13,REGION METROPOLITANA,Chile,PRESIDENTE KENNEDY,PADRE HURTADO NORTE,0,PRESIDENTE KENNEDY / PADRE HURTADO NORTE,0,1,0,0,1,0,1,0,0
937,1,VITACURA,13,REGION METROPOLITANA,Chile,TUPUNGATO,SACRAMENTO,0,TUPUNGATO / SACRAMENTO,0,1,0,0,1,0,1,0,0
938,1,VITACURA,13,REGION METROPOLITANA,Chile,PRESIDENTE KENNEDY, ,3480,PRESIDENTE KENNEDY 3480,0,0,0,1,1,0,0,0,1
939,1,LAS CONDES,13,REGION METROPOLITANA,Chile,PADRE HURTADO NORTE,LAS CONDES,0,PADRE HURTADO NORTE / LAS CONDES,0,0,0,1,1,0,0,0,1
940,1,LAS CONDES,13,REGION METROPOLITANA,Chile,PADRE HURTADO NORTE,MARIA ESTUARDO,0,PADRE HURTADO NORTE / MARIA ESTUARDO,0,1,0,0,1,0,1,0,0
941,1,LAS CONDES,13,REGION METROPOLITANA,Chile,PADRE HURTADO SUR,ALEJANDRO FLEMING,0,PADRE HURTADO SUR / ALEJANDRO FLEMING,0,0,0,1,1,0,0,0,1
942,1,LAS CONDES,13,REGION METROPOLITANA,Chile,CAMINO EL ALBA,CAMINO DEL OBSERVATORIO,0,CAMINO EL ALBA / CAMINO DEL OBSERVATORIO,0,0,0,1,1,0,0,0,0
943,1,LAS CONDES,13,REGION METROPOLITANA,Chile,PADRE HURTADO SUR, ,1301,PADRE HURTADO SUR 1301,0,0,0,1,1,0,0,0,1
944,1,LAS CONDES,13,REGION METROPOLITANA,Chile,PAUL HARRIS,ALMIRANTE SOUBLETTE,0,PAUL HARRIS / ALMIRANTE SOUBLETTE,0,1,0,0,1,0,1,0,0
945,1,VITACURA,13,REGION METROPOLITANA,Chile,PRESIDENTE KENNEDY, ,12090,PRESIDENTE KENNEDY 12090,0,0,0,1,1,0,0,0,1
946,1,LAS CONDES,13,REGION METROPOLITANA,Chile,PAUL HARRIS,ESTORIL,0,PAUL HARRIS / ESTORIL,0,1,0,0,1,0,1,0,0
947,1,LAS CONDES,13,REGION METROPOLITANA,Chile,YOLANDA,LA PAZ,0,YOLANDA / LA PAZ,0,0,0,1,1,0,0,0,1
948,1,LAS CONDES,13,REGION METROPOLITANA,Chile,PUNITAQUI,PAUL HARRIS SUR,0,PUNITAQUI / PAUL HARRIS SUR,0,0,0,1,1,0,0,0,1
949,1,LAS CONDES,13,REGION METROPOLITANA,Chile,CAMPANARIO,CHARLES HAMILTON,0,CAMPANARIO / CHARLES HAMILTON,0,0,0,0,1,0,0,0,0
950,1,LAS CONDES,13,REGION METROPOLITANA,Chile,VITAL APOQUINDO,PAUL HARRIS SUR,0,VITAL APOQUINDO / PAUL HARRIS SUR,0,0,0,0,1,0,0,0,0
951,1,LAS CONDES,13,REGION METROPOLITANA,Chile,LAS FLORES INT,LA PLAZA,0,LAS FLORES INT / LA PLAZA,0,0,0,1,1,0,0,0,1
952,1,VITACURA,13,REGION METROPOLITANA,Chile,CAROLINA RABAT,SANTA MARIA,0,CAROLINA RABAT / SANTA MARIA,0,0,1,0,1,0,0,1,0
953,1,VITACURA,13,REGION METROPOLITANA,Chile,COSTANERA MONSENORESCRIVA DE BALAGUER,GUARANIES,0,COSTANERA MONSENORESCRIVA DE BALAGUER / GUARANIES,0,2,0,0,1,0,1,0,0
954,1,VITACURA,13,REGION METROPOLITANA,Chile,GRAN VIA,VIA AMARILLA,0,GRAN VIA / VIA AMARILLA,0,0,0,0,1,0,0,0,0
955,1,VITACURA,13,REGION METROPOLITANA,Chile,SANTA MARIA, ,7172,SANTA MARIA 7172,0,1,0,0,1,0,1,0,0
956,1,VITACURA,13,REGION METROPOLITANA,Chile,SANTA MARIA, ,6330,SANTA MARIA 6330,0,0,0,1,1,0,0,0,1
957,1,LO BARNECHEA,13,REGION METROPOLITANA,Chile,LA DEHESA,BERNARDO LARRAIN COTAPOS,0,LA DEHESA / BERNARDO LARRAIN COTAPOS,0,0,1,0,1,0,0,1,0
958,1,LO BARNECHEA,13,REGION METROPOLITANA,Chile,EL RODEO,CAMINO EL CORREGIDOR,0,EL RODEO / CAMINO EL CORREGIDOR,0,0,1,0,1,0,0,1,0
959,1,LO BARNECHEA,13,REGION METROPOLITANA,Chile,LO BARNECHEA,EL TORIL,0,LO BARNECHEA / EL TORIL,0,0,0,0,1,0,0,0,0
960,1,LO BARNECHEA,13,REGION METROPOLITANA,Chile,GOMEZ,LO BARNECHEA,0,GOMEZ / LO BARNECHEA,0,0,1,0,1,0,0,1,0
